|FIG_ID|FigName|Publisher|caption|class|image_url|pmc_url|uid|FigURL
10|6141|PMC3779202_pone.0073900.g003.jpg|Plos One|Analysis of vimentin phosphorylation involved in vimentin rearrangement during EV71 infection.(A) Confocal microscopy analysis of vimentin phosphorylation in U251 cells infected with EV71 showing only ser 82-p vimentin colocalized with aggresomes. At 24 h postinfection cells were stained with antibodies specific to either Ser-55-, Ser-33-, Ser-38-, Ser-82-, Ser-6-, Ser-50- or ser 71- phosphorylated vimentin (left column showing red florescence). EV71 was detected by immuno-staining using antibody against the EV71 VP1 (middle column showing green fluorescence). Bar: 20 μm. (B) Western blot analysis of EV71 infected U251 cells showing detection of increasing amounts of ser 82-p vimentin with time postinfection. Infected cells were harvested at the indicated hours postinfection, lysed and processed for immuno-blotting with antibodies specific to ser 82-p vimentin, vimentin, EV71 and Beta-actin (internal control). (C) Analysis of the interaction between EV71 and ser 82-p vimentin by immunoprecipitation showing the specific co-immunoprecipitation of EV71 and ser 82-p vimentin. Immunoprecipitation was performed as described in Materials and Methods followed by western blot of the precipitated proteins with antibodies to EV71 VP1 and ser 82-p vimentin. The lanes in the figure are: lane input  =  cell lysate, lane control  =  agarose beads with no treatment, lane vimentin p82 ab  =  agarose beads conjugated with ser 82-p vimentin antibody, lane IgG  = . agarose beads conjugated with mouse IgG. (D) Analysis of the interaction between EV71 VP1 and ser 82-p vimentin showing co-precipitation of EV71 VP1 and ser 82-p vimentin. U251 cells were transfected with plasmids expressing EV71 VP1, 2A, 3C, 3D. They were then lysed and immuno-precipitated with an antibody to the Flag tag and the immuno-precipitants were then immunoblotted with antibodies specific to ser 82-p vimentin and Flag tag.|blots|https://openi.nlm.nih.gov/imgs/512/178/3779202/PMC3779202_pone.0073900.g003.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3779202|PMC3779202|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3779202/bin/pone.0073900.g003.jpg
11|119992|PMC4177991_ppat.1004374.g011.jpg|Plos Pathogens|Models for the biogenesis of SIF.Schematic depiction of events leading to engulfment of cytosol and cytoskeletal elements, and formation of double membrane structures. After invasion of host cells by Salmonella involving ruffle formation (A), the internalized pathogen is located in a host-derived membrane compartment, called Salmonella-containing vacuole (SCV) that moves along microtubules (B) towards the MTOC. Subsequently, Salmonella activates the SPI2-T3SS and translocation of effector proteins into the host cytosol, thereby starting the induction of SIF. These tubular structures are formed through fusion processes with endosomes that move along microtubules (MT). In the initial phase (3–4 h p.i.) SIF consist only of one membrane (C) that undergo a process resulting in SIT consisting of double membranes (D, E). In the initial phase of centrifugal extension of SIT (D, F), we observed thinner single membrane SIF at the tips (leading SIF, LS) and thicker double membrane SIF at the base (trailing SIF, TS). At later time points (8–10 h p.i.) a stable double membrane SIF network is induced by Salmonella WT, accompanied by a strong reduction of host cell endosomes (E, G). The tomogram of a Salmonella WT-infected cell indicates the features of SCV and double membrane SIT (H). The sifA mutant strain is not capable of maintaining the membrane integrity of the SCV, Salmonella escape from the damaged SCV into the cytoplasm and no SIF formation is observed (I, J). The sseF and sseG mutant strains induce thin SIF consisting of one membrane (K, L). M) and N) show scenarios for conversion of single to double membrane SIF (blue boxes). M) Tubular membranes are formed along MT. By lateral extension, these membranes enwrap the guiding MT, as well as vesicles transported along MT and portions of cytoplasm. Membrane fusions results in formation of double membrane SIF. N) Alternatively, membrane invagination generates small vesicles that accumulate within single membrane SIF and the fusion of these vesicles results in formation of inner membrane tubule and its continuous extension. In both models, the lumen of the inner tubule is segregated from Salmonella. O), P), Q) Models for the dynamic conversion of LS to TS (red boxes). See main text for further details. Scale bars: 20 µm.|others-openset|https://openi.nlm.nih.gov/imgs/512/373/4177991/PMC4177991_ppat.1004374.g011.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4177991|PMC4177991|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4177991/bin/ppat.1004374.g011.jpg
12|114594|PMC2867286_JEM_20091314_RGB_Fig6.jpg|The Journal Of Experimental Medicine|Schematic illustration describing that iNKT cells limit the levels of autoreactive GC B cells, and thereby autoantibody production in response to an increased load of circulating apoptotic cells.|others-openset|https://openi.nlm.nih.gov/imgs/512/136/2867286/PMC2867286_JEM_20091314_RGB_Fig6.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2867286|PMC2867286|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2867286/bin/JEM_20091314_RGB_Fig6.jpg
13|75179|PMC3870097_CRIM.MEDICINE2013-913218.002.jpg|Case Reports In Medicine|T2 high sign with dural sac compression.|body-imaging|https://openi.nlm.nih.gov/imgs/512/46/3870097/PMC3870097_CRIM.MEDICINE2013-913218.002.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3870097|PMC3870097|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3870097/bin/CRIM.MEDICINE2013-913218.002.jpg
14|128066|PMC3373553_pone.0038711.g001.jpg|Plos One|Examples of TSCC stained for tumor infiltrating CD8+ and Foxp3+ cells.TSCC with (A) low and (B) high CD8+ infiltration and (C) low and (D) high Foxp3+ infiltration.|others-openset|https://openi.nlm.nih.gov/imgs/512/341/3373553/PMC3373553_pone.0038711.g001.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3373553|PMC3373553|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3373553/bin/pone.0038711.g001.jpg
15|64171|PMC3672157_pone.0065405.g001.jpg|Plos One|Gut-associated IL-1R1+ CD4+ Lin− LTi-like cells are located predominantly in the intestinal lamina propria.(A) Representative FACS scatter plots depicting IL-1R1+ cells as a percentage of total CD4+ or CD8+ cells in spleen and gut-associated compartments of WT C57BL/6J mice. Numbers represent percentage of CD4+ or CD8+ cells expressing IL-1R1. (B and C) Bar graph depicting IL-1R1+ cells as a percentage of total CD4+ (B) or CD8+ (C) cells in spleen and gut-associated compartments of WT C57BL/6J mice. Bar represents median; error bar represents standard error. Filled bars represent anti-IL-1R1 flurophore-conjugated antibodies; empty bars represent isotype control antibodies. Spl, spleen; MLN, mesenteric lymph nodes; SI, small intestine; IEL, intraepithelial lymphocytes; LPL, lamina propria lymphocytes. Data collected from three independent experiments. (D) Gating scheme for IL-1R1+ CD4+ cells. SSC, side scatter. FSC, forward scatter. Number is the percent of CD4+ CD3− lymphocytes that are IL-1R1+ in WT C57BL/6J mice. (E) Scatter plot depicting IL-1R1+ CD4+ cells in Rag1−/− C57BL/6J mice. Number is the percent of CD4+ lymphocytes that are IL-1R1+ in Rag1−/− mice. Gated on CD4+ lymphocytes as in (D). (F) FACS histograms demonstrating expression of c-kit, CD127, RORγt, and Lin in WT C57BL/6J mice. Plots are gated on IL-1R1+ CD4+ cells. Empty, isotype control; filled, antibody. *, p&lt;0.05; **, p&lt;0.01; NS, not significant.|graphs|https://openi.nlm.nih.gov/imgs/512/200/3672157/PMC3672157_pone.0065405.g001.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3672157|PMC3672157|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3672157/bin/pone.0065405.g001.jpg
16|38559|PMC4363619_pone.0119065.g001.jpg|Plos One|Protein identified of phases T1, T2 and T3 by mass spectrometry compared with the results of genome annotation.The part of circle outer represents the proteins that can be detected by LC-MS/MS but can not be searched from the results of the genome annotation.|mass_spectometer|https://openi.nlm.nih.gov/imgs/512/338/4363619/PMC4363619_pone.0119065.g001.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4363619|PMC4363619|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4363619/bin/pone.0119065.g001.jpg
17|42263|PMC3546004_1471-2105-13-214-6.jpg|Bmc Bioinformatics|Scatter plots for BIPACE for the Leishmania dataset with alignment false positives and true positives for the D and T parameters. Scatter plots for BIPACE for the Leishmania dataset with alignment false positives and true positives conditioned on retention time tolerance D (columns) and retention time threshold T (rows). Instances without retention time penalized similarity function are shown in the NA row/column for reference. It is visible that the unpenalized instances perform consistently worse on true positives and false positives.|mass_spectometer|https://openi.nlm.nih.gov/imgs/512/362/3546004/PMC3546004_1471-2105-13-214-6.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3546004|PMC3546004|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3546004/bin/1471-2105-13-214-6.jpg
18|36959|PMC3616908_pgen.1003310.g006.jpg|Plos Genetics|CDK sites 6 (T125) and 7 (T143) regulate the Rad9/Chk1 interaction.(A) The Y2H interaction between Rad9 and Chk1 mostly requires the 6th and 7th CDK sites, T125 and T143, of the CAD region (B) Peptides pull down experiments identified phosphorylated T143 (CDK site 7) and unphosphorylated T125 (CDK site 6) as the best combination of these sites required for maximum Chk1/Rad9 interaction. Chk1-3FLAG was immunopurified from rad9Δ cell clarified crude extracts (CCE) and incubated with four different biotinylated 35 amino-acid peptides. As represented in red, the T125 T143, T125p, T143p and T125p143p peptides were un-, mono- or di-phosphorylated on residues T125 and T143. Magnetic streptavidin beads were boiled to analyse both the presence of Chk1-3FLAG (anti-FLAG western blot) and that equal amount of peptides were used in each pull down (see Ponceau S stain). The dependency on the phosphorylation of T143 was confirmed by lambda phosphatase treatment in the absence (λ) or in the presence of phosphatase inhibitors (λ+Inh). Empty lanes are indicated by ‘x’ above the relevant lanes. (C) The Rad9 CAD peptide array phosphorylation profile shows that peptides containing consensus CDK sites 6 (T125), 7 (T143), 8 (T155) and 9 (T218) are phosphorylated by Cdc28/Clb2 in vitro. Peptides arrays of immobilized overlapping 19-mer peptides, each shifted to the right by 3 amino acids encompassing the first 260 amino acids of Rad9 sequence, were generated and are schematically represented at the top of the panel. The arrays were used in a kinase assay with (+) or without (−) the purified Cdc28/Clb2 complex. Target peptides of Cdc28, CK2 and Cdc7 were also spotted as controls as indicated. (D) Phosphorylation levels for CDK site-containing peptides within Rad9 isolated from asynchronous, G1- and G2/M arrested cells. Relative abundances were determined by mass spectrometry (see Material and Methods section). Residues T125 and T143 (CDK sites 6 and 7 respectively) are differentially phosphorylated in vivo. ○ indicates phosphorylated peptide containing this CDK site is assigned by HPLC retention time and accurate mass only. ND = Not detected. Non-phosphorylated and phosphorylated peptides were not detected. See also Figure S7, Table S1 and Table S5.|mass_spectometer|https://openi.nlm.nih.gov/imgs/512/289/3616908/PMC3616908_pgen.1003310.g006.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3616908|PMC3616908|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3616908/bin/pgen.1003310.g006.jpg
19|135409|PMC4125000_annhyg_meu037_f0003.jpg|The Annals Of Occupational Hygiene|Comparison of EC and (a) Bosch meter, (b) Microcolor II, (c) Scanner (luminosity), and (d) OT21.|others-openset|https://openi.nlm.nih.gov/imgs/512/314/4125000/PMC4125000_annhyg_meu037_f0003.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4125000|PMC4125000|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4125000/bin/annhyg_meu037_f0003.jpg
20|105860|PMC3170639_1476-4598-10-104-6.jpg|Molecular Cancer|Apigenin inhibits proliferation, down-regulates CK2 activity, and depletes Hsp90/Cdc37 client proteins in primary MM cells. (A) Enriched CD138+ cells from 12 multiple myeloma patients were prepared by immunomagnetic bead selection. After treatment of apigenin for 24 h, cell viability was measured by the MTS assay as described in Material and Methods. Values represent the mean ± SD. *Significant difference from control. *p &lt; 0.05, **p &lt; 0.01. (B) PBMCs were treated with the indicated concentrations of apigenin for 24 h and the cell viability was measured by MTS assays. (C) After treatment with apigenin for 24 h, the expression of CK2α in CD138 negative and positive cells was analyzed by flow cytometry and quantified using the mean fluorescence intensity. (D) After treatment with or without 50 μM apigenin for 24 h, PBMCs and the enriched primary myeloma cells were examined by immunofluorescence microscopy to detect the levels of CK2α. The bar is equal to 5 μm. (E) The CD138+ cells were treated with apigenin for 24 h and were stained for CK2α (green), CD138 antigen (red) and DNA (blue). The bar, 5 μm. (F) The fluorescence intensity of each sample from (D) was analyzed using the softWoRx Explorer software. The average pixel intensities from 30 cells of three different fields in each group were measured, and background pixel intensities were subtracted. Values represent the mean ± SD of at least 3 measurements. * Significant difference from control cells, **p &lt; 0.01. (G) After treatment of apigenin for 24 h, the CK2 kinase activity in primary MM cell purified from patient No. 8 and No. 9 was analyzed. *Significant difference from control cells, *p &lt; 0.05, **p &lt; 0.01. (H) Purified PBMC or enriched CD138+ cells from MM patients were treated with apigenin for 24 h, and the whole-cell lysates were subjected to western blotting to determine the levels of CK2α, Raf-1, Src, Cdk4 and β-actin.|microscopy|https://openi.nlm.nih.gov/imgs/512/333/3170639/PMC3170639_1476-4598-10-104-6.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3170639|PMC3170639|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3170639/bin/1476-4598-10-104-6.jpg
21|61629|PMC4855718_13073_2016_308_Fig2_HTML.jpg|Genome Medicine|ChIP sequencing analysis of BRD1-S and BRD1-L. a The percentages of BRD1-S and BRD1-L ChIPseq peaks that intersect promoter regions of protein-coding genes (defined as 5 kb upstream from transcription start site), transcribed regions (all exons, introns, and UTRs), exons (all exons), 5’UTR, exon 1 exon 2, and 3’UTR, were identified and shown by the perforated blue and green lines in the graph. Random peak regions, comprising the same chromosome distribution and region sizes as the BRD1 ChIPseq regions, were generated and shown as Random 1 (2205 regions, red) and Random 2 (1722 regions, gray). b The minimum relative distance from a BRD1-S and BRD1-L ChIP-seq region to transcription start sites (left panel) or to RNA Pol II binding sites (right panel) was identified for all 2205 (BRD1-S) and 1722 (BRD1-L) regions and illustrated as the blue histograms. Random peak regions comprising the same chromosome distribution and region sizes as the BRD1 ChIPseq regions were generated and shown as red line histograms (Random). c In order to generate a profile of BRD1-S (blue), BRD1-L (green) binding to the TSS of genes, we identified and plotted the number of sequenced reads per total reads across a window of +/– 5 kb from the TSS of all protein-coding genes in the human genome. The control (Ctrl, black) represents ChIP-seq using an antibody against the HA-epitope. d A heatmap of read counts from BRD1-S ChIP-seq across a +/– 2.5 kb window from the TSS of genes located on chromosome 1 and 10. Only regions with high read counts are shown here. e ChIPseq regions of chromatin-binding proteins and histone marks, identified in HEK293 cell lines, were obtained from the ENCODE database and from a histone H3K9ac dataset [59]. The percentages of BRD1-S and BRD1-L ChIPseq peak regions that intersected with the binding of other chromatin-binding proteins or the location of histone marks were identified and illustrated as heatmaps. f Genes comprising transcription start sites in a window of +/– 5 kb from a BRD1-S or BRD1-L ChIP-seq peak region were identified as promoter target genes (PTGs). Venn diagram illustrates the number of PTGs identified for BRD1-S and BRD1-L|graphs|https://openi.nlm.nih.gov/imgs/512/9/4855718/PMC4855718_13073_2016_308_Fig2_HTML.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4855718|PMC4855718|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4855718/bin/13073_2016_308_Fig2_HTML.jpg
22|89343|PMC2173967_200304016f6.jpg|The Journal Of Cell Biology|BLM localizes with γH2AX. (a) BLM/γH2AX foci. NHF (82-6) cells were synchronized in early S phase and not treated (None) or treated with 20 μg/ml bleomycin (Bleo) or 30 mM HU for 1 h. Cells were then immunostained for BLM (green) and γH2AX (red), and the images were merged. DAPI staining (blue) marks cell nuclei. Bars, 10 μm. (b) Quantitation of BLM/γH2AX coincidence. Merged images from part a were analyzed for the percentage of γH2AX foci that costained for BLM, counting ∼100 nuclei per experiment. Error bars, standard error from two experiments. (c) Kinetics of γH2AX/BLM colocalization. NHFs in early S phase were given 30 mM HU and stained for γH2AX and BLM at the indicated intervals thereafter. Gray bars, % cells with &gt;10 γH2AX foci. Black bars, % cells in which &gt;80% of γH2AX foci costained for BLM. (d) BLM–γH2AX complex. Asynchronous Jurkat cells were untreated (−) or treated (+) with 10 mM HU for 6 h. Lysates were prepared, 90% was immunoprecipitated (IP) by control (IgG) or anti-BLM antibody, and immunoprecipitates were analyzed by Western blotting (WB) using anti-γH2AX or anti-BLM antibodies. 10% of each lysate was analyzed directly by Western blotting (Input).|body-imaging|https://openi.nlm.nih.gov/imgs/512/146/2173967/PMC2173967_200304016f6.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2173967|PMC2173967|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2173967/bin/200304016f6.jpg
23|127979|PMC4907469_pone.0157241.g003.jpg|Plos One|Coarse grained model mimicking the composite material at the μm scale.Right: scale-up model comprising 90.000 building blocks. The system was loaded by implementing 5% elastic deformation along the horizontal direction. The snapshot was taken 100.000 time-steps after allowing the system to relax. The inset at the lower left illustrates the coarsening of the atomistic model in terms of two only types of building blocks, namely pristine (P) and damaged (D) building blocks, shown in yellow and blue, respectively.|others-openset|https://openi.nlm.nih.gov/imgs/512/31/4907469/PMC4907469_pone.0157241.g003.png|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4907469|PMC4907469|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4907469/bin/pone.0157241.g003.jpg
